Code,RegNum,BrandNam,Strength,Presentation,Form,Agent,Manufacturer,Country,Price,Pharmmarg,Stratum,PubDec,ResPart,ResCou,ExcDat,Subsidy
10996,26721/1,CERUBIDINE,20mg,box of 10Vials,Powder for solution for infusion,Mersaco,Cenexi  - Laboratoire Thissen,Belgium,10943136.52,21.26,C,122.2696818,Sanofi Aventis France,France,2024-02-05,1
2277,136,CERULYSE,-,10ml,Gouttes,Spephal S.A.L.,Chauvin,France,339992.1525,23.08,A1,3.798795,-,-,2024-02-05,1
6218,222287/08,CERUVIN,75mg,10,Tablet,Mediterranean Pharmaceutical Company,Sun Pharmaceuticals Industries Ltd,India,240547.8075,23.08,A1,2.687685,Sun Pharmaceuticals Industries Ltd,India,2024-02-05,1
6013,24702/07,CETALLERG,10mg,10,"Tablet, film coated",Mersaco,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,180074.895,23.08,A1,2.01201,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,2024-02-05,1
4387,208844/03,CETIMED,10mg,20,"Tablet, scored",Droguerie Cedarspharm S.A.R.L.,Mediphar Laboratories,Lebanon,360917.7,23.08,A1,4.0326,-,-,2024-02-05,1
4388,208843/03,CETIMED,5mg/5ml,125ml,Syrup,Droguerie Cedarspharm S.A.R.L.,Mediphar Laboratories,Lebanon,415951.25,23.08,A1,4.6475,-,-,2024-02-05,1
1852,148347/04,CETRAK,10mg,10,Tablet,C. Catafago & Co,Pharco Pharmaceuticals,Egypt,147822.675,23.08,A1,1.65165,-,-,2024-02-05,1
3780,208987/03,CETRAXAL OTICO,-,10ml,Solution goutte,Spephal S.A.L.,"SALVAT, SA",Spain,821087.7675,23.08,A2,9.174165,-,-,2024-02-05,1
5045,24129/06,CETRAXAL PLUS,-,10ml,ear drops solution,Spephal S.A.L.,"SALVAT, SA",Spain,795554.76,23.08,A2,8.88888,"SALVAT, SA",Spain,2024-02-05,1
521,405528,CETROTIDE,0.25mg,1Vial,Vial pouder /Prefilled syringe solvent,Food & Drug Corporation FDC,Baxter Oncology GmbH,Germany,3420079.163,23.08,B,38.213175,-,-,2024-02-05,1
522,405527,CETROTIDE,0.25mg,7+7,Vial pouder /Prefilled syringe solvent,Food & Drug Corporation FDC,Baxter Oncology GmbH,Germany,21354451.98,19.35,D,238.5972288,-,-,2024-02-05,1
11311,41122,CETROTIDE,0.25mg,7+7,Vial pouder /Prefilled syringe solvent,Food & Drug Corporation FDC,Fareva Pau 2,France,21354451.98,19.35,D,238.5972288,Merck Europe BV,The Netherlands,2024-02-05,1
11312,107821,CETROTIDE,0.25mg,1Vial,Vial pouder /Prefilled syringe solvent,Food & Drug Corporation FDC,Fareva Pau 2,France,3420079.163,23.08,B,38.213175,Merck Europe BV,The Netherlands,2024-02-05,1
10889,77121/1,CHILDREN'S ADVIL,100mg/5ml,100ml,Suspension,Sadco,Pf Consumer Healthcare Canada ULC,Canada,370900.53,23.08,A1,4.14414,GlaxoSmithKline Consumer Healthcare ULC,Canada,2024-02-05,1
8651,13716/1,CHILDREN'S PANADOL 5-12 YEARS,-,100ml,Elixir,Sadco,Aspen Pharma Pty Ltd,Australia,356118.2625,23.08,A1,3.978975,GlaxoSmithKline Consumer Healthcare Australia Pty Ltd,Australia,2024-02-05,1
4579,2770,CHLORAMPHENICOL,250mg,12,Capsule,Pharmadex,Pharmadex,Lebanon,166380.5,23.08,A1,1.859,-,-,2024-02-05,1
4580,2775,CHLORAMPHENICOL PALMITATE,125mg/5ml,60ml,Suspension,Pharmadex,Pharmadex,Lebanon,159981.25,23.08,A1,1.7875,-,-,2024-02-05,1
8920,121816/1,CHLORASEPTIC TOTAL SORE THROAT + COUGH LOZENGES WILD CHERRY,-,15,-,PMD (Pharmacist's medical drugstore),Bestco Inc,USA,537537,23.08,A1,6.006,Prestige Brands Inc,USA,2024-02-05,1
2736,767285/00,CHLORHYDRATE DE LIDOCAINE RENAUDIN,10mg/ml,10Ampoules x5ml,Injectable solution,Minapharm Halabi,"Renaudin
",France,591290.7,23.08,A1,6.6066,"Renaudin
",-,2024-02-05,1
2793,E0344/91,CHLORHYDRATE DE METOCLOPRAMIDE RENAUDIN,10mg/2ml,10x2ml,Injectable solution,Minapharm Halabi,"Renaudin
",France,530817.7875,23.08,A1,5.930925,"Renaudin
",-,2024-02-05,1
9389,146917/1,CHLORHYDRATE DE MORPHINE RENAUDIN,20mg/ml,10 ampoules x 1ml,Solution for injection,Minapharm Halabi,"Renaudin
",France,1100607.008,23.08,A2,12.297285,"Renaudin
",France,2024-02-05,1
4581,405501,CHLORPROMAZINE,100mg,50,Tablet,Pharmadex,Pharmadex,Lebanon,529857.9,23.08,A1,5.9202,-,-,2024-02-05,1
11330,155722/1,CHLORPROMAZINE,100mg,1000,Tablet,Pharmadex,Pharmadex,Lebanon,8719719.543,21.26,C,97.427034,-,-,2024-02-05,1
285,MPA 2272/94,CHLORURE DE POTASSIUM PROAMP,0.0746g/ml,50ampoules x 10ml,Solution a diluer pour perfusion,Droguerie Solupharm SAL,Aguettant,France,1252461.21,23.08,A2,13.99398,-,-,2024-02-05,1
2282,78753/97,CHLORURE DE POTASSIUM RENAUDIN,7.46% (0.0746g/ml) ,Bt 10Ampoules x 10ml,Sol à diluer p perf,Minapharm Halabi,"Renaudin
",France,385682.7975,23.08,A1,4.309305,"Renaudin
",France,2024-02-05,1
2283,236215/98,CHLORURE DE POTASSIUM RENAUDIN,10% (0.10g/ml),Bt 10Ampoules x 10ml,Sol à diluer p perf,Minapharm Halabi,"Renaudin
",France,360713.0004,23.08,A1,4.030312854,"Renaudin
",France,2024-02-05,1
2285,78752/97,CHLORURE DE SODIUM 0.9 pour cent Renaudin,0.09g/ml,10Ampoules  x 10ml,Sol inj,Minapharm Halabi,"Renaudin
",France,385682.7975,23.08,A1,4.309305,"Renaudin
",France,2024-02-05,1
291,MPB 2893/94,CHLORURE DE SODIUM PROAMP,0.9%,50 ampoules x 10ml,Solution injectable,Droguerie Solupharm SAL,Aguettant,France,1104638.535,23.08,A2,12.34233,-,-,2024-02-05,1
292,MPC 2893/94,CHLORURE DE SODIUM PROAMP,0.9%,20 ampoules x 20ml,Solution injectable,Droguerie Solupharm SAL,Aguettant,France,705517.3125,23.08,A1,7.882875,Aguettant,France,2024-02-05,1
9141,31717/1,CHOLECALCIFEROL BIOGARAN,"100,000UI",1Ampoule 2ml,Solution buvable,Commercial and Trading Ressources SAL (CTR),Pharmatis ,France,115570.455,23.08,A1,1.29129,Laboratoires Biogaran,France,2024-02-05,1
9160,30817/1,CHOLIB,145mg/20mg,30,"Tablet, film coated",Mersaco,Fournier Laboratories Ireland Ltd,Ireland,1251117.368,23.08,A2,13.978965,Abbott Laboratories,UK,2024-02-05,1
9161,30917/1,CHOLIB,145mg/40mg,30,"Tablet, film coated",Mersaco,Fournier Laboratories Ireland Ltd,Ireland,1358624.768,23.08,A2,15.180165,Abbott Laboratories,UK,2024-02-05,1
8048,127914/1,CHORIOMON,"5,000IU",3Vials x 3Ampoules of solvent,-,Alisar Pharma Corp,IBSA Institut Biochimique SA,Switzerland,4031527.5,23.08,B,45.045,IBSA Institut Biochimique SA,Switzerland,2024-02-05,1
5976,24688/07,CIALIS,20mg,4,"Tablet, film coated",Droguerie de l'Union,Lilly SA,Spain,3101588.49,23.08,B,34.65462,Lilly SA,Spain,2024-02-05,1
6163,219707/09,CIALIS,5mg,28,"Tablet, film coated",Droguerie de l'Union,Lilly SA,Spain,6512260.755,23.08,B,72.76269,Lilly SA  Alcobendas,Spain,2024-02-05,1
7493,187200/14,CI-CAL,250mg,60,Tablet,Venus Drugstore,Pharmalab 1982 Inc,Canada,555006.9525,23.08,A1,6.201195,Euro-Pharm International Canada Inc,Canada,2024-02-05,1
5667,221862/08,CI-CAL+D,250mg,60,Tablet,Venus Drugstore,Pharmalab 1982 Inc,Canada,638325.1875,23.08,A1,7.132125,Euro-Pharm International Canada Inc,Canada,2024-02-05,1
7421,187099/13,CI-CAL+D,1000IU,60,Tablet,Venus Drugstore,Pharmalab 1982 Inc,Canada,888279.8925,23.08,A2,9.924915,Euro-Pharm International Canada Inc,Canada,2024-02-05,1
7423,187100/13,CI-CAL+D,800IU,60,"Tablet, chewable",Venus Drugstore,Pharmalab 1982 Inc,Canada,804961.6575,23.08,A2,8.993985,Euro-Pharm International Canada Inc,Canada,2024-02-05,1
9601,65418/1,CICLOMEX,0.15mg/0.03mg,28 (21+7),"Tablet, film coated",Abela Frères S.A.L.,Laboratorios Leon Farma SA,Spain,227109.3825,23.08,A1,2.537535,Exeltis Healthcare SL,Spain,2024-02-05,1
7933,186156/13,CICLOPLEGICEDOL,-,5ml,Eye drops solution,Abela Frères S.A.L.,Laboratorio Edol Produtos Farmaceuticos SA,Portugal,459594.135,23.08,A1,5.13513,Laboratorio Edol Produtos Farmaceuticos SA,Portugal,2024-02-05,1
9095,169216/1,CILOSTOL,100mg,56,Tablet,Droguerie Phenicia,Normon SA,Spain,1948571.625,23.08,B,21.77175,Normon SA,Spain,2024-02-05,1
9660,94618/1,CILOXAN,-,5ml,Eye drops solution,Khalil Fattal & Fils S.A.L.,SA Alcon Couvreur NV,Belgium,348055.2075,23.08,A1,3.888885,Novartis Pharma AG,Switzerland,2024-02-05,1
6769,97880/12,CIMZIA,200mg/ml,2 prefilled syringes x 1ml + 2 alcohol wipes,Injectable solution,Sadco,UCB Pharma SA,Belgium,1197128,10.71,E1,1,UCB SA Pharma,Belgium,2024-02-05,1
11366,20322/1,CINACALCET ARROW,30mg,28,Comprimés pelliculés,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,8721206.281,21.26,C,97.4436456,Arrow Génériques,France,2024-02-05,1
11367,20422/1,CINACALCET ARROW,60mg,28,Comprimés pelliculés sécables,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,16494074,19.35,D,184.2913296,Arrow Génériques,France,2024-02-05,1
11368,20522/1,CINACALCET ARROW,90mg,28,Comprimés pelliculés sécables,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,24742369.51,19.35,D,276.451056,Arrow Génériques,France,2024-02-05,1
4389,78771/98,CINARIN,75mg,30,Capsule,Pharmapro,Mediphar Laboratories,Lebanon,490182.55,23.08,A1,5.4769,-,-,2024-02-05,1
9149,1017/1,CINITREX,1mg,50,Tablet,Droguerie Phenicia,Normon SA,Spain,636981.345,23.08,A1,7.11711,-,-,2024-02-05,1
10086,139219/1,CINNAL-f,900IU/1.5ml,1prefilled pen,Solution for injection,Lebiran SARL,Cinnagen Co ,Iran,14826544.01,19.35,D,165.6597096,Cinnagen Co ,Iran,2024-02-05,1
10087,139119/1,CINNAL-f,450IU/0.75ml,1prefilled pen,Solution for injection,Lebiran SARL,Cinnagen Co ,Iran,7372177.207,21.26,C,82.37069505,Cinnagen Co ,Iran,2024-02-05,1
4582,405502,CINNARIZINE,75mg,20,Capsule,Pharmadex,Pharmadex,Lebanon,386514.7,23.08,A1,4.3186,-,-,2024-02-05,1
11244,59020/1,CINNATROPIN,5mg/1.5ml,1pre-filled pen,Solution for SC injection,Lebiran SARL,Cinnagen Co ,Iran,4699417.223,23.08,B,52.507455,Cinnagen Co ,Iran,2024-02-05,1
11245,59120/1,CINNATROPIN,10mg/1.5ml,1pre-filled pen,Solution for SC injection,Lebiran SARL,Cinnagen Co ,Iran,9012606.968,21.26,C,100.6995192,Cinnagen Co ,Iran,2024-02-05,1
10323,175119/1,CINNOPAR,250mcg/ml,1pre-filled pen of 28 subcutaneous doses x 2.4ml,-,Lebiran SARL,Cinnagen Co ,Iran,15275833.22,19.35,D,170.6797008,Cinnagen Co ,Iran,2024-02-05,1
10085,125519/1,CINNORA,40mg/0.8ml,2Prefilled syringes for SC injection,-,Lebiran SARL,Cinnagen Co ,Iran,14817734.42,19.35,D,165.5612784,Cinnagen Co ,Iran,2024-02-05,1
10084,139319/1,CINNOVEX,30mcg,4prefilled syringe,Solution for injection,Lebiran SARL,Cinnagen Co ,Iran,39804727.62,10.71,E1,444.74556,Cinnagen Co ,Iran,2024-02-05,1
1248,974065/02,CIPRALEX,10mg,28,"Tablet, film coated",Sadco,H. Lundbeck AS,Denmark,1548106.56,23.08,B,17.29728,-,-,2024-02-05,1
5155,0023735/06,CIPRALEX,15mg,28,"Tablet, film coated",Sadco,H. Lundbeck AS,Denmark,2378601.225,23.08,B,26.57655,-,-,2024-02-05,1
1256,28600,CIPRAM,20mg,28,"Tablet, film coated",Sadco,H. Lundbeck AS,Denmark,2280500.723,23.08,B,25.480455,-,-,2024-02-05,1
2293,208473,CIPROBAY,200mg,Box:  5Bottles x 100ml,Infusion,Droguerie R. Pharaon & Fils S.A.L.,"Fresenius Kabi Italia SRL, Italy",Italy,4910400.495,23.08,B,54.86481,Bayer AG,Germany,2024-02-05,1
2295,208475,CIPROBAY,500mg,Box of 10 ,Tablet,Droguerie R. Pharaon & Fils S.A.L.,Bayer HealthCare Manufacturing SRL,Italy,654451.2975,23.08,A1,7.312305,Bayer AG,Germany,2024-02-05,1
2322,208476,CIPROBAY,750mg,Box of 10 ,Tablet,Droguerie R. Pharaon & Fils S.A.L.,Bayer HealthCare Manufacturing SRL,Italy,1087168.583,23.08,A2,12.147135,Bayer AG,Germany,2024-02-05,1
1662,78815/98,CIPROCIN,500mg,10,Tablet,The Lebanese Pharmacists SAL,Eipico,Egypt,240547.8075,23.08,A1,2.687685,-,-,2024-02-05,1
1819,261314,CIPRODAR,500mg,10,"Tablet, film coated",Sadco,Dar Al Dawa Development & Investment Co Ltd,Jordan,392402.01,23.08,A1,4.38438,Dar Al Dawa Development & Investment Co Ltd,Jordan,2024-02-05,1
1840,974042/02,CIPROFAR,500mg,12,Tablet,C. Catafago & Co,Pharco Pharmaceuticals,Egypt,241891.65,23.08,A1,2.7027,-,-,2024-02-05,1
5310,221198/08,CIPROFLOXACINE PANPHARMA,200mg/100ml,10 poches,Solution pour perfusion,Minapharm Halabi,Biomendi SA,Spain,5120039.925,23.08,B,57.20715,Panpharma,France,2024-02-05,1
5938,218560/10,CIPROFLOXACINE PANPHARMA,400mg/200ml (2mg/ml),10 poches,Solution pour perfusion,Minapharm Halabi,Biomendi SA,Spain,9908924.261,21.26,C,110.7142376,Panpharma,France,2024-02-05,1
7092,187499/13,CIPROFLOXACINE PANPHARMA,400mg/200ml,10 poches,Solution pour perfusion,Minapharm Halabi,Panpharma,France,9908924.261,21.26,C,110.7142376,Panpharma,France,2024-02-05,1
7093,187500/13,CIPROFLOXACINE PANPHARMA,200mg/100ml,10 poches,Solution pour perfusion,Minapharm Halabi,Panpharma,France,5120039.925,23.08,B,57.20715,Panpharma,France,2024-02-05,1
11162,33520/1,CIPROFLOXACINE PANPHARMA,200mg/100ml,10Poches,Solution pour perfusion,Minapharm Halabi,Laboratoire Infomed Fluids SRL,Romania,4914432.023,23.08,B,54.909855,Panpharma,France,2024-02-05,1
8458,102714/1,CIPROLON,400mg/200ml,Bag for IV infusion,-,Droguerie de l'Union,Hikma Farmaceutica,Portugal,1943196.255,23.08,B,21.71169,Hikma Pharmaceuticals,Jordan,2024-02-05,1
5931,218870/09,CIPROLON 200,-,Vial 100ml,Infusion ,Droguerie de l'Union,Hikma Farmaceutica,Portugal,686703.5175,23.08,A1,7.672665,Hikma Pharmaceuticals,Jordan,2024-02-05,1
1139,208268/96,CIPROLON 500,500mg,10,"Tablet, film coated",Droguerie de l'Union,Al-Hikma Pharmaceuticals,Jordan,295645.35,23.08,A1,3.3033,-,-,2024-02-05,1
786,973407/01,CIPROMAX,500mg,10,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,"Spimaco
",Saudi Arabia,392402.01,23.08,A1,4.38438,-,-,2024-02-05,1
3956,195457/04,CIPROMID,500mg,10,"Tablet, film coated",Macromed S.A.R.L.,Middle East Pharmaceutical Co Midpharma,Jordan,331929.0975,23.08,A1,3.708705,-,-,2024-02-05,1
3464,973899/02,CIPROPHARM,500mg,10,Tablet,Picomed SARL,Pharma International Co,Jordan,354774.42,23.08,A1,3.96396,-,-,2024-02-05,1
3939,195321/04,CIPROX,0.2%w/v,100ml,Injection,Macromed S.A.R.L.,Otsuka Pharmaceutical India Private Limited,India,520067.0475,23.08,A1,5.810805,-,-,2024-02-05,1
6655,219213/09,CISPLATINE VIATRIS 1MG/ML,10mg/10ml,1Vial x 10ml,Injectable concentrated solution for intravenous infusion,Benta Trading Co s.a.l.,"Benta SAL under license from Viatris Santé, France",Lebanon,385300.7145,23.08,A1,4.305035916,-,-,2024-02-05,1
6656,219214/09,CISPLATINE VIATRIS 1MG/ML,50mg/50ml,1Vial x 50ml,Injectable concentrated solution for intravenous infusion,Benta Trading Co s.a.l.,"Benta SAL under license from Viatris Santé, France",Lebanon,1101457.477,23.08,A2,12.30678746,-,-,2024-02-05,1
10933,161320/1,CITIVITAE,1000mg,10Sachets of 10ml,Oral solution,Promopharm S.A.R.L.,SAG Manufacturing SLU,Spain,1064323.26,23.08,A2,11.89188,Galenicum Health SL,Spain,2024-02-05,1
5823,219716/09,CITOLES,10mg,28,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,511940,23.08,A1,5.72,-,-,2024-02-05,1
7973,186972/14,CITRAFLEET,-,2 Sachets,Powder for oral solution,Bellapharma S.A.R.L.,"Laboratorios SALVAT, SA",Spain,1191988.298,23.08,A2,13.318305,Casen Recordati SL,Spain,2024-02-05,1
10320,117519/1,CITRAFLEET,-,2 Sachets,Powder for oral solution,Bellapharma S.A.R.L.,Casen Recordati ,Spain,1191988.298,23.08,A2,13.318305,Casen Recordati SL,Spain,2024-02-05,1
5298,24541/07,CIVAR,5%,10g,Cream,Picomed SARL,Pharma International Co,Jordan,507972.465,23.08,A1,5.67567,-,-,2024-02-05,1
9132,187457/13,CLAFOCARE,1g,50 vials,-,Drugstore 3U S.A.R.L.,Swiss Exports PVT - Ltd,India,8031731.441,21.26,C,89.7400161,Swiss Exports PVT - Ltd,India,2024-02-05,1
7073,96409/11,CLAIRYG,50mg/ml (20g/400ml),1Vial x 400ml,Injectable solution for perfusion,Codipha,LFB Biomedicaments,France,2041949,2.44,E2,1,LFB Biomedicaments,France,2024-02-05,1
7074,96408/11,CLAIRYG,50mg/ml (10g/200ml),1Vial x 200ml,Injectable solution for perfusion,Codipha,LFB Biomedicaments,France,1114590,10.71,E1,1,LFB Biomedicaments,France,2024-02-05,1
7075,96407/11,CLAIRYG,50mg/ml (5g/100ml),1Vial x 100ml,Injectable solution for perfusion,Codipha,LFB Biomedicaments,France,6182985.075,19.35,D,1,LFB Biomedicaments,France,2024-02-05,1
7076,96406/11,CLAIRYG,2.5g/50ml,1Vial x 50ml,Injectable solution for perfusion,Codipha,LFB Biomedicaments,France,6344887.807,19.35,D,1,LFB Biomedicaments,France,2024-02-05,80
4390,974245/01,CLAMYCIN,250mg,14,"Tablet, film coated",Pharmapro,Mediphar Laboratories,Lebanon,641204.85,23.08,A1,7.1643,-,-,2024-02-05,1
3959,194930/05,CLARA,10mg,10,Tablet,The Lebanese Pharmacists SAL,Jamjoum Pharmaceuticals,Saudi Arabia,131696.565,23.08,A1,1.47147,-,-,2024-02-05,1
3960,194929/05,CLARA,5mg/5ml,-,Syrup,The Lebanese Pharmacists SAL,Jamjoum Pharmaceuticals,Saudi Arabia,215014.8,23.08,A1,2.4024,-,-,2024-02-05,1
7168,97242/12,CLAREM 250,250mg,14,"Tablet, film coated",Droguerie Columbus,"Remedica Ltd
",Cyprus,467657.19,23.08,A1,5.22522,"Remedica Ltd
",Cyprus,2024-02-05,1
6410,24657/07,CLAREM 500,-,14,"Tablet, film coated",Droguerie Columbus,"Remedica Ltd
",Cyprus,686703.5175,23.08,A1,7.672665,-,-,2024-02-05,1
5967,23707/06,CLARIDAR DAR AL DAWA,125mg/5ml,60ml,Suspension,Sadco,Dar Al Dawa,Jordan,295645.35,23.08,A1,3.3033,Dar Al Dawa,Jordan,2024-02-05,1
6047,167087/10,CLARIDAR DAR AL DAWA,250mg/5ml,100ml,Suspension,Sadco,Dar Al Dawa,Jordan,877529.1525,23.08,A2,9.804795,Dar Al Dawa,Jordan,2024-02-05,1
8404,117015/1,CLARINASE,-,14,Repetabs,Khalil Fattal & Fils S.A.L.,"Schering-Plough Labo NV Co subsidiary of Schering-Plough Corporation, USA",Belgium,446155.71,23.08,A1,4.98498,Bayer Consumer Care AG,Switzerland,2024-02-05,1
8405,116915/1,CLARITINE,-,120ml,Syrup,Khalil Fattal & Fils S.A.L.,"Famar Montreal Inc, Canada",Canada,430029.6,23.08,A1,4.8048,Bayer Consumer Care AG,Switzerland,2024-02-05,1
8406,116815/1,CLARITINE,10mg,10,Tablet,Khalil Fattal & Fils S.A.L.,"Schering-Plough Labo NV Co subsidiary of Schering-Plough Corporation, USA",Belgium,219046.3275,23.08,A1,2.447445,Bayer Consumer Care AG,Switzerland,2024-02-05,1
9657,115318/1,CLARITINE,10mg,30,Tablet,Khalil Fattal & Fils S.A.L.,"Schering-Plough Labo NV Co subsidiary of Schering-Plough Corporation, USA",Belgium,618167.55,23.08,A1,6.9069,Bayer Consumer Care AG,Switzerland,2024-02-05,1
1179,27204,CLENIL 250 MCG SPRAY,-,200doses ,Spray,Sadco,Chiesi Farmaceutici SpA,Italy,1166455.29,23.08,A2,13.03302,-,-,2024-02-05,1
10290,110616/1,CLINDAMYCIN,100mg,3,Vaginal ovules,Pharmadex,Pharmadex,Lebanon,712876.45,23.08,A1,7.9651,-,-,2024-02-05,1
6404,218693/10,CLINDAMYCIN VIANEX BA FREE,600mg/4ml,1 Ampoule,Solution for injection or infusion,Droguerie Solupharm SAL,Vianex SA- Plant A,Greece,274143.87,23.08,A1,3.06306,Vianex SA,Greece,2024-02-05,1
8751,31416/1,CLINDAMYCIN-HAMELN,150mg/ml,10 ampoules,Injectable solution,Pharmamed,Siegfried Hameln GmbH,Germany,3535649.618,23.08,B,39.504465,Hameln Pharma GmbH,Germany,2024-02-05,1
5235,24916/07,CLINIDERM ,-,30g,Gel,Medapharm Healthcare SAL,Mediphar Laboratories,Lebanon,712876.45,23.08,A1,7.9651,-,-,2024-02-05,1
7660,96900/12,CLINIDERM T,1%/0.05%,30g,Gel,Medapharm Healthcare SAL,Mediphar Laboratories,Lebanon,890775.6,23.08,A2,9.9528,-,-,2024-02-05,1
7661,186451/12,CLINIDERM T,1%/0.025%,30g,Gel,Medapharm Healthcare SAL,Mediphar Laboratories,Lebanon,801186.1,23.08,A2,8.9518,-,-,2024-02-05,1
6240,24675/07,CLINIMYCIN T,-,45g,Gel,Macromed S.A.R.L.,Hayat Pharmaceuticals Industries Co PLC,Jordan,599353.755,23.08,A1,6.69669,Hayat Pharmaceuticals Industries Co PLC,Jordan,2024-02-05,1
10015,34417/1,CLINTON,120mg,7,"Tablet, film coated",The Lebanese Pharmacists SAL,RAM Pharmaceutical Industries Co Ltd,Jordan,362837.475,23.08,A1,4.05405,RAM Pharmaceutical Industries Co Ltd,Jordan,2024-02-05,1
11550,116723/1,CLINTON,90mg,10,"Tablet, film coated",The Lebanese Pharmacists SAL,RAM Pharmaceutical Industries Co Ltd,Jordan,454218.765,23.08,A1,5.07507,RAM Pharmaceutical Industries Co Ltd,Jordan,2024-02-05,1
11551,116723/1,CLINTON,90mg,30,"Tablet, film coated",The Lebanese Pharmacists SAL,RAM Pharmaceutical Industries Co Ltd,Jordan,1280681.903,23.08,A2,14.309295,RAM Pharmaceutical Industries Co Ltd,-,2024-02-05,1
10490,163020/1,CLOBEVAT,0.05%,40g,Ointment,Pharmapro,Mediphar Laboratories,Lebanon,302044.6,23.08,A1,3.3748,-,-,2024-02-05,1
10491,162220/1,CLOBEVAT,0.05%,40g,Cream,Pharmapro,Mediphar Laboratories,Lebanon,302044.6,23.08,A1,3.3748,-,-,2024-02-05,1
5775,221696/08,CLODOR,75mg,30,Tablet,Medi drug International SAL (MDI),Pharmadex licensed by Orbucell pharma  Canada,Lebanon,1148025.45,23.08,A2,12.8271,-,-,2024-02-05,1
1402,405684/00,CLOFEN,75mg/3ml,5Ampoules,Injection,Pharmanet Drugstore S.A.R.L.,Julphar,United Arab Emirates,299676.8775,23.08,A1,3.348345,-,-,2024-02-05,1
1403,208723/03,CLOFEN,1%,50g,Creamagel,Pharmanet Drugstore S.A.R.L.,Julphar,United Arab Emirates,210983.2725,23.08,A1,2.357355,-,-,2024-02-05,1
8292,101015/1,CLOMID,50mg,5,Tablet,Mersaco,Patheon France SA,France,274143.87,23.08,A1,3.06306,Sanofi Aventis,France,2024-02-05,1
11225,153521/1,CLOMIFERT,50mg,10,Tablet,Multipharm,Kwality Pharmaceuticals Limited,India,395089.695,23.08,A1,4.41441,Humble Healthcare Limited,India,2024-02-05,1
11316,153521/1,CLOMIFERT,50mg,10,Tablet,Multipharm,Kwality Pharmaceuticals Limited,India,395089.695,23.08,A1,4.41441,Humble Healthcare Limited,India,2024-02-05,1
6544,167191/10,CLOPI TAD,75mg,28,"Tablet, film coated",Pharmamedic S.A.R.L.,"Kr Ka, d.d, Novo Mesto",Slovenia,911125.215,23.08,A2,10.18017,Tad Pharma GmbH,Germany,2024-02-05,1
9975,23719/1,CLOPIDOGREL ARROW,75mg,30,"Tablet, film coated",Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,866778.4125,23.08,A2,9.684675,Arrow Génériques,France,2024-02-05,1
1255,28599,CLOPIXOL ACUPHASE,100mg/2ml,1x2ml,Injection,Sadco,H. Lundbeck AS,Denmark,857371.515,23.08,A2,9.57957,-,-,2024-02-05,1
1253,23910/78,CLOPIXOL DEPOT,200mg/ml,1x1ml,Ampoule,Sadco,H. Lundbeck AS,Denmark,512003.9925,23.08,A1,5.720715,-,-,2024-02-05,1
1820,135361,CLORACEF FORTE,250mg/5ml,75ml,Suspension,Sadco,Dar Al Dawa Development & Investment Co Ltd,Jordan,632949.8175,23.08,A1,7.072065,Dar Al Dawa Development & Investment Co Ltd,Jordan,2024-02-05,1
10423,63620/1,CLOREN,12.5mg,12,Suppositories,Pharmamedic S.A.R.L.,"Fulton Medicinali SpA, Italy packed by Chaoul Pharmaceuticals (cha-pha) SAL",Lebanon,353238.6,23.08,A1,3.9468,-,-,2024-02-05,1
10846,100321/1,CLOREN ADULTS,100mg,12,Suppositories,Pharmamedic S.A.R.L.,"Chaoul Pharmaceuticals (cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy",Lebanon,598969.8,23.08,A1,6.6924,-,-,2024-02-05,1
10751,167602/10,CLOTRIX 75,75mg,30,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,1109629.95,23.08,A2,12.3981,-,-,2024-02-05,1
10982,29822/1,CLOTRIX 75,75mg,28,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,1035398.65,23.08,A2,11.5687,-,-,2024-02-05,1
5306,24452/06,CLOZAPINE PANPHARMA,100mg,30,"Tablet, scored",Minapharm Halabi,Synthon Hispania,Spain,808993.185,23.08,A2,9.03903,Panpharma,France,2024-02-05,1
10873,27322/1,CO APROVEL,300mg/12.5mg,28,"Tablet, film coated",Mersaco,Sanofi Winthrop Industrie,France,689391.2025,23.08,A1,7.702695,Sanofi Aventis Groupe,France,2024-02-05,1
10874,27222/1,CO APROVEL,150mg/12.5mg,28,"Tablet, film coated",Mersaco,Sanofi Winthrop Industrie,France,689391.2025,23.08,A1,7.702695,Sanofi Aventis Groupe,France,2024-02-05,1
6574,218776/09,CO-ANGINET,160/12.5mg,30,"Tablet, film coated",Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,696110.415,23.08,A1,7.77777,The United Pharmaceutical Manufacturing Co Ltd,Jordan,2024-02-05,1
